# lags,weights,weighted_lags
1.015004334799264569e+02,6.103620336976405270e-01,6.195201099999999883e+01
1.067982773554803657e+02,6.124959186585916537e-01,6.541350900000000479e+01
1.005788279790441777e+02,6.015305230302103734e-01,6.050123500000000121e+01
9.840200759354702598e+01,6.160710384121826921e-01,6.062262700000000137e+01
1.005904991250480407e+02,6.014607495364796552e-01,6.050123700000000326e+01
1.019404949192739593e+02,5.996380834564949414e-01,6.112740299999999394e+01
1.078231541999106753e+02,6.156719536967041329e-01,6.638369199999999637e+01
1.070823102685175598e+02,6.124959186585916537e-01,6.558747800000000439e+01
1.047355069862659036e+02,5.824447196116533387e-01,6.100264299999999906e+01
9.973611481496298836e+01,6.073761456658610669e-01,6.057733699999999999e+01
1.002967574674260476e+02,6.316221042397549557e-01,6.334964899999999943e+01
1.071641414650783730e+02,6.135877458732544865e-01,6.575460400000000050e+01
9.380349988823847696e+01,6.247067121143473623e-01,5.859967600000000232e+01
9.651804319081848860e+01,6.408864390019491930e-01,6.185710499999999712e+01
1.052022138378880669e+02,6.074010485983399876e-01,6.389993499999999926e+01
9.842111108381881479e+01,6.437041840143978844e-01,6.335408100000000076e+01
1.023720791230120710e+02,6.302964592764197516e-01,6.452475900000000308e+01
1.004679313484659104e+02,6.236649462073029504e-01,6.265832699999999988e+01
9.975279118946352241e+01,6.178237848296889156e-01,6.162964699999999851e+01
