# time,flux,err
5.665387999999999738e+04,3.121125999999999845e+00,7.318631999999999915e-02
5.666287000000000262e+04,3.210164999999999935e+00,6.332923000000000024e-02
5.667186000000000058e+04,2.867942000000000213e+00,3.973228000000000176e-02
5.668083999999999651e+04,2.866353999999999846e+00,5.096520000000000217e-02
5.668983000000000175e+04,2.914108000000000143e+00,8.974350000000000382e-02
5.669881999999999971e+04,2.957867999999999942e+00,7.328903999999999974e-02
5.670780000000000291e+04,2.976878000000000135e+00,5.605902000000000107e-02
5.671679000000000087e+04,3.072331999999999841e+00,5.707986000000000310e-02
5.672577999999999884e+04,3.017562999999999995e+00,5.968351000000000212e-02
5.673476000000000204e+04,3.090342000000000144e+00,7.118475999999999970e-02
5.674375000000000000e+04,3.073310000000000208e+00,4.738823000000000341e-02
5.675273000000000320e+04,3.146603999999999957e+00,6.705334999999999768e-02
5.676172000000000116e+04,3.152372000000000174e+00,4.012500000000000094e-02
5.677070999999999913e+04,3.223587999999999898e+00,4.589796000000000153e-02
5.677969000000000233e+04,3.372161999999999882e+00,5.214074999999999960e-02
5.678868000000000029e+04,3.469898999999999845e+00,5.916199999999999931e-02
5.679766999999999825e+04,3.592513999999999985e+00,5.617366000000000026e-02
5.680665000000000146e+04,3.643602000000000007e+00,5.760201999999999684e-02
5.681563999999999942e+04,3.549557000000000073e+00,6.275234000000000367e-02
5.682462999999999738e+04,3.620201999999999920e+00,7.067980000000000096e-02
5.683361000000000058e+04,3.629782000000000064e+00,4.909966999999999804e-02
5.684259999999999854e+04,3.586616999999999944e+00,7.520527999999999935e-02
5.685158999999999651e+04,3.563308999999999838e+00,1.179820000000000035e-01
5.686056999999999971e+04,3.203174999999999883e+00,9.467261000000000426e-02
5.686955999999999767e+04,3.242668999999999802e+00,1.240554999999999991e-01
5.687855000000000291e+04,3.219349999999999934e+00,1.026365999999999945e-01
5.688752999999999884e+04,3.237410000000000121e+00,9.001866999999999508e-02
5.689651999999999680e+04,3.217125999999999930e+00,1.311510999999999927e-01
5.690551000000000204e+04,3.181741999999999848e+00,1.118294999999999983e-01
5.691448999999999796e+04,3.207125000000000004e+00,1.154957999999999957e-01
5.692348000000000320e+04,3.208248999999999906e+00,1.083550000000000069e-01
5.693247000000000116e+04,3.185432000000000041e+00,1.002910000000000051e-01
5.694144999999999709e+04,3.210564000000000195e+00,9.791780999999999402e-02
5.695044000000000233e+04,3.212012999999999785e+00,9.083861999999999493e-02
5.695943000000000029e+04,3.194217000000000084e+00,6.526550000000000407e-02
