# lags,weights,weighted_lags
2.516968848438208397e+02,9.904697038848562229e-01,2.492981389999999919e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
2.545502482671083158e+02,9.829696836022749906e-01,2.502151770000000113e+02
2.513316784172939720e+02,9.915221414558167412e-01,2.492009239999999863e+02
2.590476696129537117e+02,9.603562208133441525e-01,2.487780409999999733e+02
2.544757586859732328e+02,9.829696836022749906e-01,2.501419559999999933e+02
2.599094464216194069e+02,9.594155327293945046e-01,2.493611600000000124e+02
2.542690880233980124e+02,9.829863942289360779e-01,2.499430539999999894e+02
2.520790046755730316e+02,9.891957893158209725e-01,2.493554900000000032e+02
2.586752345762020013e+02,9.690539429129468862e-01,2.506702559999999949e+02
2.558306478897396801e+02,9.792620511517985404e-01,2.505252450000000124e+02
2.521385137781697949e+02,9.922809460998008868e-01,2.501922429999999906e+02
2.531750921759383175e+02,9.864871297309101283e-01,2.497539700000000096e+02
2.545782818682906168e+02,9.822042483944702917e-01,2.500478699999999890e+02
2.541576744154914422e+02,9.845496012484283854e-01,2.502308370000000082e+02
2.574621049221401563e+02,9.681938049694085446e-01,2.492732149999999649e+02
2.586563452251724584e+02,9.689192537759939716e-01,2.506171129999999607e+02
2.564447150363907895e+02,9.769742338595167608e-01,2.505398789999999849e+02
2.507589592215803407e+02,9.931495718960038355e-01,2.490411530000000084e+02
2.544757586859732328e+02,9.829696836022749906e-01,2.501419559999999933e+02
2.459545585270852257e+02,1.018181303488312039e+00,2.504263329999999996e+02
2.586752345762020013e+02,9.690539429129468862e-01,2.506702559999999949e+02
2.568723243104602716e+02,9.727443260800705538e-01,2.498710960000000227e+02
2.507173850624500915e+02,9.932538580759815439e-01,2.490260100000000136e+02
2.645911411803558053e+02,9.446195737507038226e-01,2.499379709999999761e+02
2.545632304687285341e+02,9.798909392401139451e-01,2.494442029999999875e+02
2.513316784172939720e+02,9.915221414558167412e-01,2.492009239999999863e+02
2.491087941613786256e+02,1.002356772833322918e+00,2.496958869999999990e+02
2.527652678319949189e+02,9.868610792120287023e-01,2.494442050000000108e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.491594258894658083e+02,1.004137536064927172e+00,2.501903320000000122e+02
2.562546232210069093e+02,9.789272007929797903e-01,2.508546210000000087e+02
2.544757586859732328e+02,9.829696836022749906e-01,2.501419559999999933e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.456728560493632756e+02,1.019348808114485472e+00,2.504263329999999996e+02
2.564447150363907895e+02,9.769742338595167608e-01,2.505398789999999849e+02
2.546200043991810276e+02,9.796724479233506200e-01,2.494442029999999875e+02
